TAX,LOT SQFT,GROSS AREA,LIVING AREA,FLOORS,ROOMS,BEDROOMS,FULL BATH,HALF BATH,FIREPLACE,Old,Recent,Value of House
0.22858779719278147,0.17011360326245267,0.15360870204321625,0.04947989879111611,0.0,0.30000000000000004,0.33333333333333337,0.0,0.0,0.0,False,True,367.7
0.25045354721665236,0.17315891216269894,0.3985006614728796,0.42788867022772,0.6666666666666666,0.5,0.6666666666666666,0.0,0.5,1.0,False,False,385.9
0.16289506349661034,0.0873076821227127,0.21005438777010144,0.09108799550182739,0.0,0.09999999999999998,0.16666666666666666,0.0,0.0,0.0,False,False,313.0
0.26000190967249115,0.09964780340544979,0.25268264001175955,0.24739949395558053,0.6666666666666666,0.20000000000000007,0.33333333333333337,0.0,0.5,0.0,False,True,393.8
0.19535949584646237,0.11024018218891507,0.2782595913567544,0.2249086308687096,0.33333333333333337,0.20000000000000007,0.33333333333333337,0.0,0.0,0.3333333333333333,False,True,340.0
0.3010598682325981,0.13399359161083602,0.25077171835954726,0.27045262861962327,0.6666666666666666,0.30000000000000004,0.5,0.0,0.5,0.3333333333333333,False,True,428.0
0.1558292752792896,0.16669756110478512,0.3053064824342202,0.32330615687377,0.0,0.20000000000000007,0.16666666666666666,0.3333333333333333,0.0,0.0,False,False,307.1
0.14093382984818106,0.24664353997298946,0.039835366749963255,0.11892043857183021,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,False,False,294.7
0.20882268690919506,0.232052538198766,0.2074084962516537,0.22940680348608378,0.6666666666666666,0.30000000000000004,0.33333333333333337,0.0,0.5,0.0,False,False,351.2
0.5297431490499379,0.23647485634086277,0.6037042481258268,0.6311498453753164,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333,False,True,618.4
0.10923326649479617,0.07316685644678653,0.08393355872409232,0.023615406241214526,0.0,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,False,False,268.3
0.16948343359113913,0.10745968275825543,0.21799206232544466,0.25639583919032893,0.6666666666666666,0.30000000000000004,0.33333333333333337,0.0,0.5,0.3333333333333333,False,False,318.5
